,red,green,blue,white,total
0,113.4306,122.5256,90.1026,9.370000000000001,326.0588
1,119.9992,129.14545,100.59125,16.515,349.7359
2,127.75983333333333,136.2644,106.93666666666667,26.416666666666664,370.9609
3,125.4977,135.11045,103.667825,24.4,364.275975
4,126.73312,135.26422,106.4017,24.726,368.39904
5,124.92936666666667,132.92521666666667,104.40608333333333,24.10666666666667,362.2606666666667
6,124.57467142857143,131.9755,104.79822857142857,22.985714285714288,361.3484
7,118.15915,124.99405,98.65505,20.1125,341.80825
8,116.03064444444445,123.37696666666666,96.94326666666667,20.353333333333335,336.3508777777778
9,118.50887,125.4556,99.79822,21.326,343.76269
10,118.43070909090909,125.0647909090909,103.74941818181819,22.635454545454543,347.2449181818182
11,117.7862,124.47345833333334,102.79765833333333,20.9875,345.0573166666667
12,118.12968461538462,124.40799230769231,103.73975384615385,21.55,346.27743076923076
13,119.0533,125.36731428571429,104.11117857142857,21.94214285714286,348.5317928571429
14,119.20596,125.38467333333334,104.47696666666667,22.017999999999997,349.0676
15,118.65896875,125.14375625,103.96250625,20.813125,347.76523125
16,118.36826470588235,124.88443529411765,103.52382941176471,20.57764705882353,346.7765294117647
17,117.96687222222222,124.66619444444444,102.85119444444445,20.828888888888887,345.4842611111111
18,116.31145789473685,122.63391578947369,101.72503684210527,20.28421052631579,340.6704105263158
19,116.70738,122.755135,102.074535,20.387,341.53705
20,117.49952380952381,123.6050761904762,102.68141428571428,20.87142857142857,343.78601428571426
21,116.27791818181818,122.30157272727273,101.73646818181818,19.939999999999998,340.3159590909091
22,117.35908695652174,123.16925652173913,102.67016086956522,20.5,343.1985043478261
23,117.3320125,122.94522916666666,104.78295833333334,20.060416666666665,345.0602
24,117.41698,122.87876,104.980144,20.2388,345.275884
25,118.38145769230769,123.85763461538461,105.64734615384616,20.939615384615383,347.8864384615385
26,118.63107407407408,123.9882,105.83983703703704,20.987777777777776,348.4591111111111
27,117.69705,123.43921785714285,104.48494642857143,20.465,345.6212142857143
28,118.0209448275862,123.87894827586207,104.59698275862068,20.15206896551724,346.496875862069
29,117.81228,123.98754,104.09668333333333,20.149,345.8965033333333
30,117.84465483870967,124.13519677419355,103.81757419354838,20.068064516129034,345.7974258064516
31,118.219065625,124.5839125,104.068271875,20.591875,346.87125
32,118.2279696969697,124.76255151515151,103.8451787878788,20.37212121212121,346.8357
33,118.00279705882353,124.62874117647058,103.25779411764705,19.886764705882353,345.88933235294115
34,118.52115428571429,125.11603142857143,103.88430285714286,20.164857142857144,347.52148857142856
35,118.46150833333333,124.9539,103.70328888888889,20.232777777777777,347.11869722222224
36,119.5768972972973,126.10492702702703,104.58467297297297,21.204594594594596,350.2664972972973
37,119.38697631578947,126.2441947368421,104.48356578947369,20.93921052631579,350.1147368421053
38,119.49383846153846,126.44033076923077,104.3897,21.26205128205128,350.3238692307692
39,119.9209775,126.6682275,104.4802625,21.491,351.0694675
40,120.08331707317073,127.00002195121951,104.45518292682927,21.296829268292683,351.53852195121954
41,119.70463333333333,126.49996428571428,104.96659285714286,21.217857142857145,351.1711904761905
42,119.87849069767442,126.79452790697674,104.9917488372093,21.18279069767442,351.6647674418605
43,120.23599090909092,127.01671136363636,105.54645,21.50977272727273,352.79915227272727
44,119.88336444444444,126.78476,105.17304666666666,21.442666666666664,351.8411711111111
45,119.11461304347826,126.01689782608696,104.26772391304348,20.985,349.3992347826087
46,119.29430212765958,126.12765531914894,104.4523,20.95936170212766,349.8742574468085
47,119.13153125,125.67915208333334,105.25328958333333,20.56625,350.06397291666667
48,119.14247551020408,125.77154285714286,105.07531224489796,20.74877551020408,349.9893306122449
49,119.12148,125.916656,104.788942,20.796,349.827078
50,119.28780196078431,126.1296156862745,104.80643333333333,20.799411764705884,350.22385098039217
51,119.02919038461539,125.74157692307692,104.47517307692307,20.443653846153847,349.2459403846154
52,118.70794528301887,125.53703962264152,104.26104905660377,20.277169811320757,348.50603396226415
53,118.50347592592593,125.5789,104.12260925925926,19.932222222222222,348.2049851851852
54,118.23612909090909,125.36653090909091,103.97535454545455,19.599272727272727,347.57801454545455
55,118.55061428571429,125.70109642857143,104.22882321428571,19.95232142857143,348.48053392857145
56,118.61469824561404,125.66622807017544,104.35569122807017,19.875263157894736,348.63661754385964
57,118.35656724137931,125.27435,104.97136379310345,19.565172413793103,348.60228103448276
58,118.64419830508474,125.50325254237288,105.18798813559322,19.66457627118644,349.33543898305084
59,118.35666,125.176445,104.82866333333334,19.447666666666667,348.3617683333333
60,118.21221967213114,124.94942950819672,104.78808360655738,19.14704918032787,347.94973278688525
61,118.17280161290323,124.89692580645162,104.84233548387097,19.14725806451613,347.91206290322583
62,117.86029206349207,124.55161904761904,104.54916825396825,18.963174603174604,346.96107936507934
63,117.7733109375,124.3860953125,104.5605765625,18.81515625,346.7199828125
64,117.61607076923077,124.10951846153846,104.43195846153846,18.846615384615383,346.1575476923077
65,117.53438181818181,123.98844696969697,104.45679393939393,18.60212121212121,345.9796227272727
66,117.60929552238807,124.00547014925372,104.45639402985074,18.49626865671642,346.07115970149255
67,117.48065147058824,123.80579852941176,104.92876323529411,18.401470588235295,346.21521323529413
68,117.90219710144927,124.16084202898551,105.34015217391304,18.82217391304348,347.40319130434784
69,118.07681571428571,124.27613571428572,105.46899428571429,19.015,347.82194571428573
70,118.08855774647887,124.37840704225353,105.30717042253521,19.00225352112676,347.7741352112676
71,118.13920555555555,124.51579166666667,105.3589625,19.018055555555556,348.01395972222224
72,118.4008890410959,124.74066849315068,105.61482876712329,19.322328767123288,348.75638630136984
73,118.27042297297297,124.46821081081082,106.0666554054054,19.12135135135135,348.8052891891892
74,118.53343733333334,124.712236,106.30300266666667,19.425600000000003,349.548676
75,118.68269605263158,124.79959868421052,106.43597894736843,19.49263157894737,349.91827368421053
76,118.72826883116883,124.86988831168831,106.4035012987013,19.60896103896104,350.00165844155845
77,118.96135256410257,125.27322948717949,106.63161538461539,19.773205128205127,350.86619743589745
78,118.46921012658228,124.83131392405063,106.10054050632911,19.522911392405064,349.401064556962
79,118.3217375,124.7443925,105.983445,19.542125,349.049575
80,118.39111234567902,124.8262049382716,105.93725555555555,19.531604938271606,349.15457283950616
81,118.35098170731708,124.81509512195122,105.78554512195122,19.539146341463415,348.9516219512195
82,118.42832409638554,124.9245048192771,105.75429036144578,19.567831325301206,349.10711927710844
83,118.26502261904761,124.92509047619048,105.60760119047619,19.511785714285715,348.7977142857143
84,118.23269882352942,124.95777058823529,105.64403176470589,19.32105882352941,348.8345011764706
85,118.24923837209302,124.86346860465116,105.94092209302326,19.225813953488373,349.05362906976745
86,118.3398183908046,125.0680356321839,106.07751264367816,19.20655172413793,349.48536666666666
87,118.49900454545454,125.24843977272727,106.16770227272727,19.35181818181818,349.9151465909091
88,118.50436516853932,125.23557415730338,106.03965505617978,19.32831460674157,349.7795943820225
89,118.47247888888889,125.22729,105.95820333333333,19.222,349.6579722222222
90,118.28824835164835,124.99452747252747,105.7204021978022,19.053296703296706,349.00317802197804
91,118.4594945652174,125.15823913043478,105.95398369565217,19.145869565217392,349.57171739130433
92,118.29523870967742,125.13437849462366,105.76559032258065,19.107419354838708,349.19520752688175
93,118.35085638297872,125.18151914893618,105.7742329787234,19.13531914893617,349.3066085106383
94,118.27005157894737,125.19694105263157,105.72216842105263,19.101473684210525,349.18916105263156
95,118.15020625,124.98014166666667,106.082296875,18.945520833333333,349.21264479166666
96,118.36418144329897,125.17344742268041,106.26209484536082,19.19814432989691,349.7997237113402
97,118.24023367346939,125.07645714285714,106.13023775510204,19.00581632653061,349.44692857142854
98,118.14173434343434,125.08956767676767,105.99923939393939,18.895454545454545,349.23054141414144
99,118.202131,125.128598,106.010883,18.8836,349.341612
100,118.17754356435644,125.1037702970297,105.85754851485149,18.714554455445544,349.1388623762376
101,118.2571656862745,125.15450196078432,105.91392843137255,18.733137254901962,349.3255960784314
102,118.41836310679612,125.2571563106796,106.0663572815534,18.90893203883495,349.74187669902915
103,118.38384038461538,125.0748951923077,105.96025576923077,18.85557692307692,349.41899134615386
104,118.33124857142857,125.02506571428572,105.80301619047619,18.79295238095238,349.15933047619046
105,118.21233396226415,124.92825660377359,105.62708679245283,18.78122641509434,348.7676773584906
106,118.26618971962617,124.97687757009346,105.62627757009346,18.877383177570092,348.8693448598131
